X,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,PosNum,cluster
7386,153,Eric Gordon,SG,24,NOH,42,40,1264,6.7,16.6,0.402,1.6,4.9,0.324,5.1,11.7,0.436,5.3,6.3,0.842,0.3,1.9,2.2,3.9,1.3,0.2,3.3,2.1,20.3,2013,2,4
7387,154,Marcin Gortat,C,28,PHO,61,61,1876,5.7,10.9,0.521,0,0.1,0,5.7,10.8,0.524,1.7,2.6,0.652,2.5,7.4,9.9,1.4,0.8,1.9,1.9,2.4,13,2013,5,2
7390,157,Aaron Gray,C,28,TOR,42,16,513,3.4,6.3,0.533,0,0,NA,3.4,6.3,0.533,1.6,3.1,0.523,3.4,6,9.3,2.3,0.5,0.4,2.5,6,8.4,2013,5,2
7391,158,Danny Green,SG,25,SAS,80,80,2201,4.9,10.8,0.448,2.9,6.8,0.429,2,4.1,0.48,1.1,1.3,0.848,0.6,3.4,4,2.3,1.5,0.9,1.5,2,13.7,2013,2,3
7392,159,Draymond Green,SF,22,GSW,79,1,1061,2.9,8.7,0.327,0.5,2.3,0.209,2.4,6.4,0.368,1.5,1.9,0.818,2,6.9,8.8,1.8,1.4,0.8,1.7,5.4,7.7,2013,3,2
7393,160,Gerald Green,SF,27,IND,60,7,1080,5.2,14.1,0.366,2,6.3,0.314,3.2,7.9,0.407,1.7,2.2,0.8,1,3.7,4.7,1.7,0.6,0.8,1.8,2.1,14,2013,3,3
7394,161,Jeff Green,PF,26,BOS,81,17,2252,6,12.9,0.467,1.1,2.9,0.385,4.9,10,0.49,3.4,4.2,0.808,0.9,4.2,5.1,2,0.9,1.1,2.1,2.8,16.6,2013,4,3
7395,162,Willie Green,SG,31,LAC,72,60,1188,5.4,11.7,0.461,2.2,5,0.428,3.2,6.7,0.486,0.7,1,0.719,0.5,2.4,2.9,1.7,0.9,0.4,0.9,2.9,13.6,2013,2,3
7396,163,Blake Griffin,PF,23,LAC,80,80,2598,8,14.9,0.538,0.1,0.4,0.179,7.9,14.5,0.548,3.9,5.9,0.66,2.6,6.6,9.2,4.1,1.3,0.7,2.6,3.2,20,2013,4,1
7401,166,Richard Hamilton,SG,34,CHI,50,45,1088,6.8,15.7,0.429,0.5,1.7,0.308,6.2,14,0.444,2.2,2.5,0.857,0.5,2.2,2.7,3.9,0.8,0.2,2.8,3.1,16.2,2013,2,4
7403,168,Tyler Hansbrough,PF,27,IND,81,8,1366,4.6,10.7,0.432,0,0.1,0,4.6,10.6,0.436,5.7,7.9,0.72,4.2,5.6,9.8,0.9,0.8,0.5,2.1,4,15,2013,4,1
7404,169,James Harden,SG,23,HOU,78,78,2985,7.1,16.1,0.438,2.2,5.9,0.368,4.9,10.3,0.477,8.1,9.6,0.851,0.7,3.8,4.6,5.5,1.7,0.5,3.6,2.1,24.4,2013,2,4
7405,170,Maurice Harkless,SF,19,ORL,76,59,1974,4.7,10.3,0.461,0.6,2.1,0.274,4.2,8.2,0.51,1.3,2.3,0.57,2.2,3.9,6.1,0.9,1.6,1.1,1.3,2.6,11.4,2013,3,3
7408,173,Devin Harris,SG,29,ATL,58,34,1421,4.9,11.2,0.438,2,5.8,0.335,3,5.4,0.549,2.8,3.9,0.727,0.2,2.8,2.9,5,1.6,0.3,2.2,2.6,14.6,2013,2,4
7412,175,Tobias Harris,SF-PF,20,TOT,55,34,1299,6.5,14.2,0.455,0.9,3,0.315,5.5,11.2,0.493,2.9,3.8,0.752,2,5.9,8,1.9,0.9,1.2,1.8,3.3,16.7,2013,3.25,1
7414,175,Tobias Harris,PF,20,ORL,27,20,974,6.7,14.7,0.453,1,3.2,0.31,5.7,11.5,0.494,3,4.1,0.721,2.1,6.4,8.5,2.1,0.9,1.4,1.8,3.3,17.3,2013,4,1
7415,176,Udonis Haslem,PF,32,MIA,75,59,1414,3.3,6.4,0.514,0,0,NA,3.3,6.4,0.514,0.8,1.1,0.711,2.5,7.8,10.3,1,0.8,0.4,1.1,4.4,7.4,2013,4,2
7416,177,Spencer Hawes,C,24,PHI,82,40,2233,6.1,13.1,0.464,0.5,1.4,0.356,5.6,11.7,0.477,2,2.5,0.777,2.8,6.7,9.5,3,0.4,1.8,2.1,3.8,14.6,2013,5,2
7417,178,Chuck Hayes,C,29,SAC,74,1,1209,2.5,5.7,0.442,0,0,0,2.5,5.6,0.444,0.9,1.4,0.625,3.4,5.5,8.9,3.3,0.9,0.5,1.3,3.4,5.9,2013,5,2
7418,179,Gordon Hayward,SF,22,UTA,72,27,2104,5.7,13.2,0.435,1.7,4.2,0.415,4,9,0.444,4.2,5,0.827,0.9,3,3.8,3.6,1,0.7,2.1,2.1,17.4,2013,3,4
7420,181,Brendan Haywood,C,33,CHA,61,17,1162,2.9,6.7,0.431,0,0,0,2.9,6.7,0.433,0.9,2,0.455,3.9,5.1,9,0.9,0.5,1.5,1.5,3.9,6.7,2013,5,2
7421,182,Gerald Henderson,SG,25,CHA,68,58,2133,6.4,14.4,0.447,0.6,1.7,0.33,5.9,12.7,0.462,4.4,5.3,0.824,0.9,3.3,4.2,3,1.1,0.6,1.8,2.5,17.8,2013,2,1
7422,183,Xavier Henry,SF,21,NOH,50,2,625,3.8,9.3,0.41,0.2,0.6,0.364,3.6,8.6,0.413,3.3,5.3,0.63,1.2,4,5.2,0.7,0.9,0.3,1.8,4.1,11.2,2013,3,3
7423,184,John Henson,PF,22,MIL,63,9,827,7.1,14.6,0.482,0,0.1,0,7.1,14.5,0.486,2.4,4.6,0.533,5,7.9,12.9,1.3,0.8,1.8,2,3.6,16.5,2013,4,2
7424,185,Roy Hibbert,C,26,IND,79,79,2269,6.1,13.6,0.448,0,0.1,0.25,6.1,13.6,0.449,2.6,3.6,0.741,4.7,5.7,10.4,1.8,0.6,3.3,2.6,4.4,14.9,2013,5,2
7425,186,J.J. Hickson,C,24,POR,80,80,2323,6.5,11.5,0.562,0,0,0,6.5,11.5,0.563,2.8,4.2,0.679,4.1,8.7,12.8,1.4,0.7,0.8,2.2,2.5,15.8,2013,5,1
7427,188,Nene Hilario,PF,30,WAS,61,49,1659,6.2,12.9,0.48,0,0,0,6.2,12.9,0.481,4.3,5.8,0.729,2.2,6.6,8.8,3.8,1.2,0.8,3,3.7,16.6,2013,4,1
7428,189,George Hill,PG,26,IND,76,76,2620,5.3,12,0.443,1.8,4.9,0.368,3.5,7.1,0.494,2.4,2.9,0.817,0.6,3.3,3.9,4.9,1.1,0.4,1.6,1.8,14.8,2013,1,3
7431,192,Kirk Hinrich,PG,32,CHI,60,60,1764,3.2,8.6,0.377,1.4,3.7,0.39,1.8,4.9,0.367,1.4,2,0.714,0.3,2.9,3.2,6.4,1.3,0.5,2,3.9,9.4,2013,1,4
7432,193,Jrue Holiday,PG,22,PHI,78,78,2926,6.8,15.8,0.431,1.1,3,0.368,5.7,12.8,0.446,2.2,3,0.752,1.1,3,4,7.7,1.5,0.4,3.6,2.1,17,2013,1,4
7434,195,Ryan Hollins,C,28,LAC,60,0,663,3.8,6.2,0.614,0,0,NA,3.8,6.2,0.614,3.6,4.8,0.75,2.7,4.8,7.5,0.6,0.3,1.8,2.4,7.2,11.2,2013,5,2
7436,197,Al Horford,C,26,ATL,74,74,2756,7.5,13.8,0.543,0,0.1,0.5,7.5,13.8,0.544,1.8,2.7,0.644,2.5,7.3,9.9,3.1,1,1,1.9,2.1,16.8,2013,5,1
7437,198,Dwight Howard,C,27,LAL,76,76,2722,6.2,10.8,0.578,0,0.1,0.167,6.2,10.7,0.581,4.7,9.5,0.492,3.3,9.2,12.5,1.4,1.1,2.5,3,3.8,17.1,2013,5,1
7440,201,Kris Humphries,PF,27,BRK,65,21,1191,4.2,9.4,0.448,0,0.1,0,4.2,9.3,0.451,2.9,3.7,0.789,3.8,7.2,11,1,0.5,1,1.7,3.8,11.3,2013,4,2
7441,202,Serge Ibaka,PF,23,OKC,80,80,2486,6.5,11.3,0.573,0.3,0.8,0.351,6.2,10.4,0.591,2.1,2.8,0.749,3.2,5.7,8.9,0.6,0.4,3.5,1.8,3.1,15.3,2013,4,2
7442,203,Andre Iguodala,SG,29,DEN,80,80,2779,5.1,11.4,0.451,1.2,3.7,0.317,4,7.7,0.515,2,3.5,0.574,1.1,4.4,5.5,5.6,1.8,0.7,2.7,1.6,13.4,2013,2,4
7443,204,Ersan Ilyasova,PF,25,MIL,73,54,2012,6.6,14.4,0.462,1.7,3.8,0.444,4.9,10.5,0.469,2.2,2.8,0.796,2.8,6.5,9.3,2.1,1.2,0.6,1.3,3.3,17.2,2013,4,3
7444,205,Kyrie Irving,PG,20,CLE,59,59,2048,8.5,18.8,0.452,1.9,4.9,0.391,6.6,13.9,0.474,4.4,5.1,0.855,0.6,3.2,3.8,6.2,1.6,0.4,3.4,2.6,23.3,2013,1,4
7445,206,Royal Ivey,SG,31,PHI,53,5,698,3.2,7.4,0.431,1.9,4.5,0.42,1.3,2.9,0.446,0.5,0.8,0.563,0.8,2.1,2.9,1.7,1.2,0.2,1,3.8,8.8,2013,2,3
7446,207,Jarrett Jack,SG,29,GSW,79,4,2349,5.9,13.1,0.452,1.3,3.1,0.404,4.7,10,0.466,2.6,3,0.843,0.3,3.4,3.7,6.7,0.9,0.2,2.4,2.1,15.7,2013,2,4
7447,208,Reggie Jackson,PG,22,OKC,70,0,993,5.4,11.8,0.458,0.9,3.8,0.231,4.5,8,0.566,1.9,2.2,0.839,0.8,5.3,6,4.4,1.1,0.5,1.9,3,13.6,2013,1,3
7448,209,Stephen Jackson,SF,34,SAS,55,6,1075,4.1,11.1,0.373,1.5,5.7,0.271,2.6,5.4,0.481,1.6,2.3,0.7,0.7,4.5,5.2,2.7,1.2,0.5,2.6,3,11.4,2013,3,3
7451,212,LeBron James,PF,28,MIA,76,76,2877,9.6,16.9,0.565,1.3,3.2,0.406,8.3,13.8,0.602,5,6.7,0.753,1.2,6.4,7.6,6.9,1.6,0.8,2.8,1.4,25.5,2013,4,1
7452,213,Mike James,PG,37,DAL,45,23,862,4.2,11.3,0.373,2,5.2,0.384,2.2,6.1,0.363,1,1.2,0.793,0.4,2.6,3,5.8,1.1,0.1,2.3,4,11.4,2013,1,3
7453,214,Antawn Jamison,PF,36,LAL,76,6,1636,5.9,12.7,0.464,1.8,5.1,0.361,4,7.5,0.535,2.1,3,0.691,2.4,5.6,8,1.1,0.7,0.5,1.2,2.7,15.7,2013,4,3
7454,215,Al Jefferson,C,28,UTA,78,78,2578,8.5,17.3,0.494,0,0.2,0.118,8.5,17,0.5,2.3,3,0.77,2.2,7.9,10.1,2.3,1.1,1.2,1.5,2.4,19.4,2013,5,1
7455,216,Richard Jefferson,SF,32,GSW,56,1,568,3.9,8.6,0.456,0.9,2.9,0.311,3,5.8,0.527,2.4,3.4,0.717,0.3,5,5.3,2,0.9,0.4,1.5,2.9,11.2,2013,3,3
7460,219,John Jenkins,SG,21,ATL,61,2,902,5.2,11.7,0.446,2.1,5.5,0.384,3.1,6.2,0.5,2.4,2.8,0.843,0.7,3.1,3.8,2.2,0.5,0.4,1.6,1.5,14.9,2013,2,3
7461,220,Brandon Jennings,PG,23,MIL,80,80,2897,6.2,15.5,0.399,2.1,5.7,0.375,4,9.8,0.412,2.9,3.5,0.819,0.7,2.3,3.1,6.5,1.6,0.1,2.5,1.9,17.4,2013,1,4
7462,221,Jonas Jerebko,PF,25,DET,49,2,892,5.7,12.8,0.449,1,3.3,0.301,4.7,9.4,0.502,2.7,3.6,0.773,2.7,4.7,7.5,1.7,1.5,0.3,1.7,3.6,15.2,2013,4,3
7463,222,Amir Johnson,PF,25,TOR,81,38,2325,5.2,9.4,0.554,0.1,0.2,0.385,5.1,9.2,0.558,2.1,2.9,0.727,3.5,5.9,9.5,1.9,1.3,1.7,1.8,4.7,12.6,2013,4,2
7466,225,Ivan Johnson,PF,28,ATL,69,5,1035,6.4,12.4,0.52,0,0.5,0.077,6.4,11.9,0.536,2.8,4.6,0.618,2.6,6.6,9.3,1.6,1.9,0.5,2.5,4.6,15.7,2013,4,1
7467,226,James Johnson,SF,25,SAC,54,11,878,4.8,11.6,0.413,0.1,0.9,0.095,4.7,10.7,0.439,1.6,2.7,0.597,2,3.9,5.9,2.4,1.7,2.1,2.8,4.1,11.3,2013,3,1
7468,227,Joe Johnson,SG,31,BRK,72,72,2642,6.1,14.3,0.423,2,5.4,0.375,4,9,0.452,1.8,2.2,0.82,0.7,2.2,3,3.4,0.7,0.2,1.7,1.3,15.9,2013,2,3
7469,228,Orlando Johnson,SG,23,IND,51,0,619,4.2,10.5,0.4,2.1,5.5,0.383,2.1,5,0.419,1.3,1.9,0.719,1.2,5.2,6.4,2.7,0.6,0.5,1.7,3,11.8,2013,2,3
7470,229,Wesley Johnson,SF,25,PHO,50,21,953,6.1,15,0.407,1.9,5.9,0.323,4.2,9.1,0.461,1,1.3,0.771,0.8,3.9,4.6,1.3,0.8,0.7,1.8,2.1,15.1,2013,3,3
7472,231,Dahntay Jones,SF,32,TOT,78,19,1016,2.9,7.9,0.369,0.4,1.7,0.224,2.5,6.1,0.41,3.1,4,0.77,0.9,2.7,3.6,1.7,0.8,0.2,1.3,4.2,9.3,2013,3,3
7473,231,Dahntay Jones,SF,32,DAL,50,15,635,2.8,7.9,0.357,0.5,2.1,0.216,2.4,5.8,0.408,3.7,4.6,0.805,0.7,3.2,4,1.6,0.6,0.3,1.2,4.1,9.9,2013,3,3
7475,232,DeQuan Jones,SF,22,ORL,63,17,803,4.3,9.8,0.436,0.4,1.6,0.257,3.9,8.2,0.47,1.5,2.3,0.667,0.8,3.9,4.7,0.7,0.9,1,1.3,2.5,10.4,2013,3,3
7482,239,DeAndre Jordan,C,24,LAC,82,82,2010,5.6,8.7,0.643,0,0,NA,5.6,8.7,0.643,1.7,4.5,0.386,3.8,6.9,10.6,0.5,0.9,2,1.8,3.4,13,2013,5,2
7487,242,Chris Kaman,C,30,DAL,66,52,1363,8.3,16.3,0.507,0,0,0,8.3,16.3,0.508,1.8,2.2,0.788,2.6,7.3,9.8,1.3,0.8,1.4,2.7,3.7,18.3,2013,5,1
7488,243,Enes Kanter,C,20,UTA,70,2,1078,6.9,12.7,0.544,0,0,1,6.8,12.6,0.542,3.1,3.9,0.795,4.5,5.6,10.2,1,0.9,1.1,3.4,3.9,16.9,2013,5,1
7489,244,Jason Kidd,SG,39,NYK,76,48,2043,2.7,7.2,0.372,2,5.7,0.351,0.7,1.5,0.452,0.7,0.8,0.833,0.9,4.8,5.7,4.4,2.2,0.4,1.3,2.2,8.1,2013,2,3
7490,245,Michael Kidd-Gilchrist,SF,19,CHA,78,77,2025,5,10.9,0.458,0,0.2,0.222,5,10.7,0.462,2.5,3.3,0.749,2.3,5.8,8.1,2.1,1,1.2,1.8,2.9,12.5,2013,3,1
7491,246,Andrei Kirilenko,SF,31,MIN,64,64,2034,5,9.9,0.507,0.6,2.1,0.292,4.4,7.8,0.566,3.3,4.4,0.752,1.8,4.6,6.4,3.1,1.7,1.1,2.1,1.5,14,2013,3,1
7493,248,Brandon Knight,PG,21,DET,75,75,2365,5.4,13.4,0.407,1.8,5,0.367,3.6,8.4,0.43,2.5,3.4,0.733,0.8,2.9,3.8,4.6,0.9,0.1,3.1,2.4,15.2,2013,1,4
7494,249,Kyle Korver,SF,31,ATL,74,60,2259,4.4,9.6,0.461,3,6.6,0.457,1.4,3,0.471,1.1,1.2,0.859,0.4,4.3,4.7,2.3,1.1,0.6,1.1,2.7,12.9,2013,3,3
7495,250,Kosta Koufos,C,23,DEN,81,81,1817,5.8,10.1,0.581,0,0,0,5.8,10,0.582,1.1,2.1,0.558,4.2,7,11.1,0.6,0.9,2,1.1,4.9,12.8,2013,5,2
7497,252,Doron Lamb,SG,21,TOT,47,0,577,3.7,10.2,0.368,0.9,2.3,0.378,2.9,7.9,0.365,1.2,2.1,0.588,0.5,2.4,2.9,2,0.8,0,1.6,3.2,9.6,2013,2,3
7501,254,Carl Landry,PF,29,GSW,81,2,1876,6.2,11.6,0.54,0,0.1,0.333,6.2,11.5,0.541,4.3,5.2,0.817,3.5,5.8,9.3,1.2,0.7,0.6,2.2,3.6,16.8,2013,4,1
7502,255,Ty Lawson,PG,25,DEN,73,71,2513,6.4,13.9,0.461,1.2,3.3,0.366,5.2,10.6,0.491,3.4,4.5,0.756,0.5,2.3,2.8,7.2,1.5,0.1,2.6,1.9,17.4,2013,1,4
7503,256,Courtney Lee,SG,27,BOS,78,39,1941,4.6,9.8,0.464,1.1,2.9,0.372,3.5,6.9,0.503,1.1,1.3,0.861,0.6,2.9,3.5,2.7,1.7,0.4,1.6,2.6,11.4,2013,2,3
7504,257,David Lee,PF,29,GSW,79,79,2907,7.5,14.4,0.519,0,0,0,7.5,14.3,0.521,3.2,4,0.797,2.7,8.3,11,3.5,0.8,0.3,2.6,3,18.1,2013,4,1
7506,259,Kawhi Leonard,SF,21,SAS,58,57,1810,5.2,10.5,0.494,1.3,3.5,0.374,3.9,7,0.554,2.1,2.5,0.825,1.3,5.6,6.9,1.8,1.9,0.6,1.2,2,13.7,2013,3,3
7507,260,Meyers Leonard,C,20,POR,69,9,1206,4.5,8.3,0.545,0.1,0.2,0.429,4.4,8.1,0.548,2.1,2.7,0.809,2.4,5.2,7.6,1,0.3,1.1,1.5,5,11.3,2013,5,2
7511,262,Rashard Lewis,PF,33,MIA,55,9,792,4.7,11.3,0.414,2.3,6,0.389,2.4,5.4,0.441,1.3,2,0.622,0.9,4.6,5.5,1.4,1,0.6,1.5,3,13,2013,4,3
7513,264,Damian Lillard,PG,22,POR,82,82,3167,6.3,14.6,0.429,2.1,5.7,0.368,4.2,8.9,0.469,3.1,3.6,0.844,0.5,2.4,2.9,6,0.8,0.2,2.8,2,17.8,2013,1,4
7514,265,Jeremy Lin,PG,24,HOU,82,82,2640,5.4,12.2,0.441,1.2,3.5,0.339,4.2,8.7,0.483,2.9,3.7,0.785,0.4,2.9,3.4,6.8,1.8,0.4,3.2,2.8,14.9,2013,1,4
7515,266,Shaun Livingston,PG,27,TOT,66,16,1455,4.1,8.6,0.48,0,0.1,0,4.1,8.5,0.485,2.1,2.4,0.867,0.8,3.1,3.9,5.3,1.2,0.8,1.9,3.1,10.3,2013,1,4
7517,266,Shaun Livingston,PG,27,CLE,49,12,1135,4.5,8.9,0.507,0,0,0,4.5,8.8,0.509,2.2,2.6,0.843,0.9,2.9,3.8,5.6,1.2,0.9,1.9,3.3,11.2,2013,1,4
7518,267,Brook Lopez,C,24,BRK,74,74,2253,9.1,17.5,0.521,0,0,0,9.1,17.5,0.522,4.7,6.3,0.758,3.3,4.9,8.2,1.1,0.5,2.5,2.1,2.4,23,2013,5,1
7519,268,Robin Lopez,C,24,NOH,82,82,2136,6.5,12.1,0.534,0,0,NA,6.5,12.1,0.534,2.7,3.5,0.778,3.8,4,7.8,1.1,0.5,2.2,1.9,2.8,15.7,2013,5,2
7520,269,Kevin Love,PF,24,MIN,18,18,618,6.1,17.4,0.352,1.2,5.4,0.217,5,12,0.413,5.8,8.3,0.704,3.7,11,14.7,2.4,0.8,0.5,2.3,2,19.2,2013,4,1
7521,270,Kyle Lowry,PG,26,TOR,68,52,2020,4.5,11.1,0.401,1.8,5,0.362,2.7,6.1,0.433,3.4,4.3,0.795,1,4.7,5.7,7.8,1.7,0.4,2.8,3.9,14.1,2013,1,4
7522,271,John Lucas III,PG,30,TOR,63,0,827,5.6,14.5,0.386,2.5,6.6,0.377,3.1,8,0.393,0.8,1.1,0.72,0.3,2.5,2.8,4.6,1,0,1.1,2.2,14.5,2013,1,3
7529,275,Ian Mahinmi,C,26,IND,80,2,1322,4.1,9,0.453,0,0.1,0,4.1,8.9,0.456,2.8,4.7,0.608,3.1,5.3,8.5,0.7,1.1,1.8,2.5,5.5,10.9,2013,5,2
7530,276,Shawn Marion,PF,34,DAL,67,67,2010,6.4,12.4,0.514,0.4,1.3,0.315,5.9,11.1,0.538,1.4,1.8,0.782,2.6,6.8,9.4,2.9,1.3,0.8,1.8,2,14.5,2013,4,1
7531,277,Kendall Marshall,PG,21,PHO,48,3,702,2.9,7.7,0.371,1.2,3.7,0.315,1.7,4,0.423,0.4,0.7,0.571,0.2,1.9,2.2,7.3,1.1,0.2,2.9,2.5,7.3,2013,1,4
7532,278,Cartier Martin,SF,28,WAS,41,3,694,5,13.1,0.381,3,7.6,0.397,2,5.5,0.358,1,1.5,0.714,0.6,4.6,5.2,1,1,0.3,1.7,3,14,2013,3,3
7534,280,Kevin Martin,SG,29,OKC,77,0,2136,5.9,13.1,0.45,2.7,6.3,0.426,3.2,6.9,0.472,3.7,4.1,0.89,0.5,2.5,3,1.8,1.2,0.1,1.7,2.3,18.2,2013,2,3
7535,281,Roger Mason,SG,32,NOH,69,13,1219,3.9,9,0.433,1.9,4.7,0.415,1.9,4.3,0.452,1.2,1.3,0.907,0.3,3.6,3.9,2.2,0.8,0.3,1.5,3.1,10.9,2013,2,3
7536,282,Wesley Matthews,SG,26,POR,69,69,2403,5.3,12.1,0.436,2.5,6.4,0.398,2.7,5.7,0.478,2.2,2.8,0.797,0.5,2.3,2.9,2.6,1.3,0.3,1.6,2.6,15.3,2013,2,3
7537,283,Jason Maxiell,PF,29,DET,72,71,1789,4.1,9.2,0.446,0,0,NA,4.1,9.2,0.446,1.8,2.9,0.621,2.7,5.5,8.2,1.1,0.6,1.9,1.6,3.5,10,2013,4,2
7538,284,Eric Maynor,PG-SG,25,TOT,64,0,963,4,10.5,0.377,1.3,3.6,0.354,2.7,6.9,0.389,1.7,2.3,0.726,0.3,1.4,1.7,6.8,0.8,0,3,2.1,10.9,2013,1.25,4
7540,284,Eric Maynor,SG,25,POR,27,0,572,4.4,10.4,0.422,1.2,3.1,0.38,3.2,7.3,0.44,1.8,2.6,0.683,0.3,1.5,1.8,6.9,0.8,0.1,3,2.3,11.8,2013,2,4
7541,285,O.J. Mayo,SG,25,DAL,82,82,2913,5.7,12.7,0.449,1.8,4.3,0.407,3.9,8.4,0.471,2.4,2.9,0.82,0.4,3.2,3.6,4.5,1.1,0.3,2.6,2.4,15.5,2013,2,4
7542,286,Luc Mbah a Moute,SF,26,MIL,58,45,1326,4.1,10.2,0.401,0.4,1,0.351,3.7,9.2,0.406,2,3.4,0.571,2.4,4.5,7,1.5,1.1,0.4,1.9,2.2,10.5,2013,3,3
7543,287,JaVale McGee,C,25,DEN,79,0,1433,7.6,13.2,0.575,0,0,1,7.6,13.2,0.574,2.8,4.7,0.591,4,5.6,9.6,0.6,0.8,3.9,2.3,4.6,18,2013,5,2
7548,289,Josh McRoberts,PF,25,TOT,67,22,1487,3.8,8.3,0.455,0.6,2,0.286,3.2,6.3,0.51,1.6,2.1,0.765,2.3,5.6,7.9,3.4,0.8,0.7,1.6,3.2,9.7,2013,4,3
7549,289,Josh McRoberts,PF,25,ORL,41,3,685,3.2,8,0.392,0.9,2.9,0.309,2.3,5.2,0.439,1.2,1.6,0.733,2.2,5,7.2,3.7,0.5,0.6,1.5,3.4,8.4,2013,4,3
7550,289,Josh McRoberts,PF,25,CHA,26,19,802,4.3,8.5,0.505,0.3,1.3,0.241,4,7.2,0.553,1.9,2.5,0.782,2.3,6.1,8.4,3.2,1,0.7,1.7,3,10.9,2013,4,2
7551,290,Jodie Meeks,SG,25,LAL,78,10,1663,4.4,11.5,0.387,2.6,7.4,0.357,1.8,4.1,0.441,1.9,2.1,0.896,0.8,2.9,3.7,1.5,1.3,0.1,1.1,2.2,13.4,2013,2,3
7554,293,C.J. Miles,SF,25,CLE,65,13,1364,6.7,16.2,0.415,3.3,8.7,0.384,3.4,7.5,0.451,2.5,2.8,0.869,0.6,4,4.6,1.7,1.3,0.4,1.8,3.6,19.2,2013,3,3
7556,295,Andre Miller,PG,36,DEN,82,11,2151,5.1,10.6,0.479,0.3,1.1,0.266,4.8,9.5,0.504,2.7,3.2,0.84,1,3,4,8.1,1.2,0.2,2.9,2.7,13.2,2013,1,4
7557,296,Darius Miller,SF,22,NOH,52,2,694,2.3,5.6,0.407,1.1,2.9,0.393,1.1,2.7,0.423,0.4,0.4,1,0.4,3.6,4,2.3,0.9,0.6,1.2,4.6,6.1,2013,3,3
7558,297,Mike Miller,SF,32,MIA,59,17,900,4,9.2,0.433,2.9,7,0.417,1.1,2.2,0.482,0.3,0.4,0.727,0.7,5.6,6.3,4,0.8,0.2,1.4,2.5,11.2,2013,3,3
7560,299,Patty Mills,PG,24,SAS,58,2,656,6.2,13.2,0.469,2.9,7.1,0.4,3.3,6.1,0.55,0.9,1,0.842,0.5,2.3,2.7,3.4,1.4,0.2,2.1,3,16.1,2013,1,3
7561,300,Paul Millsap,PF,27,UTA,78,78,2375,6.5,13.3,0.49,0.2,0.6,0.333,6.3,12.7,0.498,4,5.4,0.742,2.7,5.7,8.4,3,1.5,1.2,2.1,3.5,17.2,2013,4,1
7562,301,Nazr Mohammed,C,35,CHI,63,12,693,3.4,9.4,0.367,0,0.1,0,3.4,9.2,0.371,1.8,2.4,0.723,3.8,6.3,10.1,1.4,1.1,1.7,1.2,5,8.6,2013,5,2
7563,302,Greg Monroe,C,22,DET,81,81,2687,6.9,14.2,0.486,0,0.1,0,6.9,14.1,0.488,3.6,5.3,0.689,3.2,7.2,10.4,3.8,1.4,0.7,3.1,2.5,17.4,2013,5,1
7564,303,E,SG,23,ORL,75,21,1682,5.1,12.8,0.396,1.4,4.2,0.34,3.6,8.6,0.424,1,1.3,0.797,1,2.5,3.6,4.4,1.1,0.5,2.2,2.6,12.6,2013,2,3
7565,304,Darius Morris,PG,22,LAL,48,17,683,3.8,9.9,0.388,1.3,3.5,0.364,2.6,6.4,0.402,1.3,2,0.649,1.3,1.7,3,4,1.1,0.1,2.4,3.1,10.2,2013,1,3
7566,305,Marcus Morris,PF-SF,23,TOT,77,23,1524,5.2,12.4,0.422,2,5.5,0.369,3.2,6.9,0.464,1.6,2.8,0.564,1.9,4.7,6.5,1.5,1.1,0.5,1.8,3.8,14.1,2013,3.75,3
7567,305,Marcus Morris,PF,23,HOU,54,17,1154,5.3,12.5,0.428,2.3,6.1,0.381,3,6.4,0.471,1.5,2.3,0.653,2,4.9,6.8,1.5,0.8,0.5,1.7,3.7,14.5,2013,4,3
7569,306,Markieff Morris,PF,23,PHO,82,32,1837,5.2,12.8,0.407,0.9,2.6,0.336,4.3,10.2,0.426,1.8,2.5,0.732,2.6,5.2,7.8,2.1,1.5,1.3,2,4.1,13.1,2013,4,2
7573,308,Donatas Motiejunas,PF,22,HOU,44,14,538,6.5,14.3,0.455,1.6,5.6,0.289,4.9,8.7,0.562,2.1,3.4,0.627,2.4,3.8,6.2,2.1,0.5,0.7,2.5,4.9,16.7,2013,4,2
7574,309,Arnett Moultrie,PF,22,PHI,47,0,542,5.2,8.9,0.582,0,0,NA,5.2,8.9,0.582,1.2,1.9,0.643,5,4.6,9.6,0.7,1.1,0.7,1.3,2.9,11.6,2013,4,2
7576,311,Byron Mullens,PF,23,CHA,53,41,1428,5.5,14.2,0.385,1.7,5.2,0.317,3.8,8.9,0.425,1.6,2.5,0.646,1.8,6.7,8.5,2,0.9,0.8,1.9,2.8,14.2,2013,4,3
7579,314,Steve Nash,PG,38,LAL,50,50,1627,5.2,10.5,0.497,1.3,2.9,0.438,4,7.6,0.519,2.4,2.6,0.922,0.6,2.6,3.1,7.4,0.7,0.1,2.8,1.5,14.1,2013,1,4
7580,315,Gary Neal,SG,28,SAS,68,17,1484,6,14.5,0.412,2.2,6.1,0.355,3.8,8.4,0.454,1.6,1.8,0.865,0.3,3.2,3.5,3.1,0.7,0,1.7,2.3,15.6,2013,2,3
